bc196dcd-f5b8-49bf-a3bc-b22ed60183e7;ОСАГО;2017-10-22 20:10:42;2018-10-22 20:10:42;10890;NZ3V8Y039371H2YPY
71b67b9d-1256-43c8-a1fb-0d65f9cf156f;ОСАГО;2019-11-01 23:57:44;2020-11-01 23:57:44;10936;AKFAW8BJ5KRLCZPWF
cfd15338-fd83-49d3-8d97-6b879766341a;КАСКО;1996-11-16 20:37:05;1997-11-16 20:37:05;11624;CNGVP1T7X7FPLSERK
fdecb2fc-51c8-454e-8d94-f9380fa4ce86;КАСКО;2018-04-10 08:49:02;2019-04-10 08:49:02;13685;SZZAD5SN747U49RLF
f40aff8d-a5bb-4f94-8522-f01d500af221;КАСКО;2012-03-09 08:20:52;2013-03-09 08:20:52;10738;FT8GYYSN2MH9VF6NC
99cc7080-b165-4a8b-a43d-935379faf502;ОСАГО;2010-01-28 21:12:19;2011-01-28 21:12:19;11856;GA3YCFFV8LA1FNWGV
7961d7f1-e3fb-4057-9087-54395a5cd81e;ОСАГО;2016-02-19 22:31:02;2017-02-19 22:31:02;13793;SX9B97Y09JKHVUP31
2244551c-b02b-489f-b471-d3f0ad846d45;ОСАГО;2022-03-22 01:10:48;2023-03-22 01:10:48;11481;1BUJYX493VR8PZRFB
b9a230e1-baf9-4199-9caa-b982ceaca7e2;КАСКО;2017-11-26 22:09:49;2018-11-26 22:09:49;14991;RW8PJUL13SMX6ES4F
aadadd12-9f49-4e76-8016-990384a27316;ОСАГО;2020-04-05 10:45:10;2021-04-05 10:45:10;10636;42AVSNLC14VU84VA0
627fa537-85a0-49d9-ac1b-25a31c7ded12;КАСКО;2015-07-24 15:42:47;2016-07-24 15:42:47;12104;WUMU2TTP34CARHC7G
fe7823d0-6fd0-48d1-b0c5-5a8ba781fb33;ОСАГО;2023-09-19 23:55:26;2024-09-19 23:55:26;12795;P3FLYC9HX1SFCK5PP
ed164af8-addb-49f4-a0e8-6e0c70ee7dcd;ОСАГО;2013-03-26 15:18:53;2014-03-26 15:18:53;12259;TP2DV8LGX1XXP9YWR
d67a4e05-6b27-4156-a072-7a7abbe81d87;ОСАГО;2023-02-16 17:54:29;2024-02-16 17:54:29;13503;Y0KJM74U7MBC7FR23
a65b4c6e-e0f7-4a00-bdb7-2a819a4f1d28;ОСАГО;2017-12-31 15:11:22;2018-12-31 15:11:22;14118;UA2CM11L7CEUWN8X0
6690bf3a-4182-4d5c-99f4-482cd3ecd49e;КАСКО;2021-09-08 18:49:57;2022-09-08 18:49:57;10410;WRS720W06XYZ94HBE
10162370-76b1-4fa8-96e7-fb7219cebd1d;КАСКО;2023-03-01 03:54:57;2024-03-01 03:54:57;10758;YJZND0Z27ZG3EE2WS
724bcfb8-604f-4a0d-92fa-1f929eb38338;КАСКО;2022-11-01 05:50:27;2023-11-01 05:50:27;11251;W08B1GE87AUR30X5L
bb9da2f1-da8e-4174-bd84-e778946a06eb;ОСАГО;2023-05-09 12:14:27;2024-05-09 12:14:27;11869;79P14BRH241GG1TXY
c4b39dbc-3a8b-4f0e-b7d8-657e30877a04;ОСАГО;2023-06-01 09:50:13;2024-06-01 09:50:13;14145;HD6HD3V290Y1GPH6T
94fb49ff-a7dd-4f9d-aba0-b4ed57e522e5;КАСКО;2020-11-17 02:55:30;2021-11-17 02:55:30;13664;BF2L6XP55A1R45UBW
bbdad54f-6638-4230-8edc-69ae8d4db40b;ОСАГО;2013-10-21 03:58:23;2014-10-21 03:58:23;10035;A5YDL7E23FG5ZZ2RF
98906924-de7f-4ff6-a350-0c64b20c6471;КАСКО;2022-11-30 02:11:09;2023-11-30 02:11:09;14636;MNWYUFC912BBMDCFA
7e670a0a-e26c-4fe6-867f-e7614b1b4f66;ОСАГО;2021-09-13 10:22:56;2022-09-13 10:22:56;11176;MP84Y3TG18AGKJVY9
145f82bd-96c0-4e26-b173-d2f62b4885f8;КАСКО;2015-02-08 11:13:52;2016-02-08 11:13:52;11597;HSXDZG6BXWKE0XVTM
57678c58-1ed5-40d3-8b45-da9ab0f37b84;КАСКО;2023-09-27 10:45:24;2024-09-27 10:45:24;11478;J6TCF0Z38394HFD1X
5c85af64-90d5-4223-bfd1-771391aaef23;ОСАГО;1998-06-03 14:04:09;1999-06-03 14:04:09;10393;RTA5N3ZF8SXYE3L4R
d4226471-1dc5-445e-b220-5908795e3533;КАСКО;2009-10-15 22:08:09;2010-10-15 22:08:09;13676;0D3PNRF44VEGT5SM6
777b253a-0497-457a-af1f-81b47645664c;КАСКО;2023-05-24 06:01:36;2024-05-24 06:01:36;10738;RY3JJ88V9BNM3B5U7
d8358497-750a-4a1d-9f56-0bd36d4cfc39;КАСКО;2020-09-12 08:51:55;2021-09-12 08:51:55;13032;L8C8NANP14FGZ105K
91ea3950-cc8a-4b15-a929-be3005a5b8a8;ОСАГО;2019-08-09 09:30:05;2020-08-09 09:30:05;12684;1A3TC23G7BJJP5Y3V
73fe3b29-ae04-48a1-8494-63af0faf4fa9;КАСКО;2023-05-28 05:42:34;2024-05-28 05:42:34;14138;3C37YH634PA6CARS2
f6109bb6-86c8-4b2d-baf6-d289b07d5998;ОСАГО;2017-10-26 23:45:22;2018-10-26 23:45:22;13610;B91THAU35GBV1VPB8
b48573cf-1c24-41dd-8e8a-419ccf049af1;КАСКО;2017-01-15 15:21:22;2018-01-15 15:21:22;12187;X72LGRAP4717MUBFT
250360bf-3c82-4dd2-ac90-e465807017a4;ОСАГО;2006-12-26 10:07:58;2007-12-26 10:07:58;14187;U1S6CGL45CZ814JLG
c275c821-9fc5-4399-a81e-4145776540a9;ОСАГО;2019-01-19 06:32:42;2020-01-19 06:32:42;11536;9674AVTRXTC373JZ5
cdea823d-a197-4314-9ba4-96ac6adaef29;КАСКО;2001-07-05 14:13:13;2002-07-05 14:13:13;14361;5M5RX5CE3ZW3MHMC3
b236f905-0c2d-4d56-9918-45aeaffaba6a;ОСАГО;2018-06-21 04:12:08;2019-06-21 04:12:08;13451;P3143F2DXMYRA1NM6
1d8c2a2c-1a22-4b1b-ae83-a22212035ce5;КАСКО;2020-06-19 02:10:34;2021-06-19 02:10:34;12215;Z8273DWD5HE5KKN4S
3bb81212-8143-4225-b4b3-e7fc048faaec;ОСАГО;2004-09-18 02:45:29;2005-09-18 02:45:29;14139;MVWUPJ0W5S2WSU3PJ
749b95e2-d6ad-4c5e-b70e-32da3dd4a7e1;КАСКО;2021-04-21 05:01:37;2022-04-21 05:01:37;10298;DVRYS4JA8UUL8UYZ3
9d2bc285-c5f9-4e32-8e0e-9eeb0d0be0a2;ОСАГО;2017-03-10 20:55:27;2018-03-10 20:55:27;11806;9LDFZBAW50VDBMJKR
3ced73d8-01bf-4db8-aa6c-f0add10006cd;КАСКО;2023-04-03 14:48:14;2024-04-03 14:48:14;10574;SB35UX2X7E51ETMPW
d18e63d9-af5a-4647-a040-a102177aa60b;ОСАГО;2023-07-22 07:59:39;2024-07-22 07:59:39;12153;TN90GU0Y6AA5DJFKP
1aa495ea-f800-467c-a2d5-ea9edc0342be;ОСАГО;2021-01-06 11:19:58;2022-01-06 11:19:58;10663;53KSZJ8M855WJG20L
93a52286-c8f1-4629-a3d4-5ac6a6189f0e;ОСАГО;2022-08-23 23:45:10;2023-08-23 23:45:10;11248;BXW2TZP53B5S31R84
1fda15be-1d39-4b0b-90b1-7f7f332ead84;КАСКО;2016-06-07 04:02:43;2017-06-07 04:02:43;13003;ECZRGP8JXLE2BKNTT
4ebea183-1950-4d78-bf79-d360f4d57459;КАСКО;2022-12-27 10:19:19;2023-12-27 10:19:19;13488;0PNS5SEM2GG0AP7WH
dba19f3d-1d61-4365-a316-b44300ab27e4;ОСАГО;2004-08-17 02:26:57;2005-08-17 02:26:57;11825;N6RDR6A9XNV390BAV
cf14b7cb-1369-4771-93ae-45f62458f06b;ОСАГО;2021-08-13 21:35:30;2022-08-13 21:35:30;14559;NZ6E86567TLWV2FGR
77c676da-5e46-4f73-a0fd-7c976d4955fb;ОСАГО;2017-06-07 01:23:17;2018-06-07 01:23:17;10712;ZAUVFDZ504XF8AAWE
19462ff5-916e-424f-bf72-1552d9b3ae4c;КАСКО;2016-08-25 01:02:17;2017-08-25 01:02:17;14841;BAVKC7LB26JTCRF26
329ab191-c2a7-43d7-b4bb-1d33dd717e6a;ОСАГО;2022-02-28 05:10:23;2023-02-28 05:10:23;12680;5NA1NZH952TH04VU6
2579b629-51e2-4543-9bd7-c3955db3a972;ОСАГО;2015-12-14 00:37:45;2016-12-14 00:37:45;10529;159LSKJS5TJU8XRCR
8ea8c5ca-628d-4b59-841e-dd0bc936f3da;КАСКО;2020-09-05 09:54:00;2021-09-05 09:54:00;10122;8N415VY54VBY704JB
240a5fd0-8c28-4786-8ee0-15824a85344f;КАСКО;2019-11-05 16:52:25;2020-11-05 16:52:25;11500;TVDE6405807GPHJTE
990f52df-623d-414e-b135-1c1c4d45233b;ОСАГО;2023-09-19 01:20:03;2024-09-19 01:20:03;13726;U5RNX2V35D0NUAGMD
e059648f-86f2-4882-9129-ecbdece91c7a;КАСКО;2012-07-14 03:10:34;2013-07-14 03:10:34;11377;0R8PX2DK6ECT1VCGR
66539363-3d8f-4e6b-a1c9-19b2e49e4c6d;КАСКО;2014-06-02 03:15:46;2015-06-02 03:15:46;11943;ND0ABZFN785ZN14XD
67362e38-fc5d-41b8-ad8d-9914ea59a1d0;КАСКО;2018-12-12 20:07:58;2019-12-12 20:07:58;10094;C74F0TSV3418MUGDG
e2eca61b-2f5b-4720-b66f-5bcd1feaedb9;ОСАГО;2021-03-09 12:53:34;2022-03-09 12:53:34;10751;CJH6B2BYX0E3ZZHP4
b27d254c-fe00-4c51-86af-60bc8914d8ce;ОСАГО;2022-08-16 03:02:52;2023-08-16 03:02:52;12596;WUVXCJRTXLL5X0D24
8937183f-2ca6-460b-aeb7-3a55cef511ee;КАСКО;2022-11-19 07:17:26;2023-11-19 07:17:26;10712;PR62WR6E4VC3RAM6H
17ef7e99-8fdc-4965-9cb7-a4e8ffa19c17;ОСАГО;2003-06-06 18:32:14;2004-06-06 18:32:14;12798;LUN7UTS50H2V43WKM
3a38facf-76cf-4cf3-9228-782bd79f3771;КАСКО;2022-10-16 21:39:58;2023-10-16 21:39:58;10656;9TNLMRXP1WK98PXGV
